timestamp,src_ip,dst_ip,protocol,activity_type,event_details,src_ip_int,dst_ip_int,protocol_code,activity_label
2025-01-01 09:26:58,42.29.74.82,119.69.182.42,TCP,blue,BLUE - Defensive action on 119.69.182.42,706562642,2001057322,3,0
2025-01-01 10:01:13,220.131.7.190,29.89.77.169,HTTP,blue,BLUE - Defensive action on 29.89.77.169,3699574718,492391849,0,0
2025-01-01 21:06:55,194.6.241.168,132.76.203.59,UDP,red,RED - UDP connection from 194.6.241.168 to 132.76.203.59,3255234984,2219625275,4,1
2025-01-01 12:34:12,228.207.101.226,78.43.18.138,ICMP,blue,BLUE - Defensive action on 78.43.18.138,3838797282,1311445642,2,0
2025-01-01 21:04:09,7.159.192.102,242.101.38.152,UDP,red,RED - UDP connection from 7.159.192.102 to 242.101.38.152,127909990,4066715288,4,1
2025-01-01 19:15:16,33.114.1.194,6.152.237.173,HTTPS,blue,BLUE - Defensive action on 6.152.237.173,561119682,110685613,1,0
2025-01-01 15:22:43,207.6.54.7,98.74.27.172,TCP,red,RED - TCP connection from 207.6.54.7 to 98.74.27.172,3473290759,1649023916,3,1
2025-01-01 11:08:55,170.188.242.142,136.176.217.191,HTTPS,blue,BLUE - Defensive action on 136.176.217.191,2864509582,2293291455,1,0
2025-01-01 14:36:04,159.219.133.39,23.188.87.243,HTTPS,red,RED - HTTPS connection from 159.219.133.39 to 23.188.87.243,2681963815,398219251,1,1
2025-01-01 10:27:03,166.82.131.176,154.120.207.62,TCP,red,RED - TCP connection from 166.82.131.176 to 154.120.207.62,2790425520,2591608638,3,1
2025-01-01 01:18:17,24.153.165.95,230.194.34.195,HTTP,red,RED - HTTP connection from 24.153.165.95 to 230.194.34.195,412722527,3871482563,0,1
2025-01-01 13:44:39,97.41.68.168,221.178.60.46,HTTPS,blue,BLUE - Defensive action on 221.178.60.46,1630094504,3719445550,1,0
2025-01-01 11:36:11,226.211.210.78,114.140.77.200,UDP,red,RED - UDP connection from 226.211.210.78 to 114.140.77.200,3805532750,1921797576,4,1
2025-01-01 06:42:03,235.30.17.215,217.38.24.196,TCP,blue,BLUE - Defensive action on 217.38.24.196,3944616407,3643152580,3,0
2025-01-01 19:38:21,225.187.139.213,43.131.246.248,ICMP,blue,BLUE - Defensive action on 43.131.246.248,3787164629,730068728,2,0
2025-01-01 09:34:07,90.44.224.222,255.60.121.54,HTTPS,blue,BLUE - Defensive action on 255.60.121.54,1512890590,4282153270,1,0
2025-01-01 07:52:13,238.232.91.100,96.69.234.185,UDP,blue,BLUE - Defensive action on 96.69.234.185,4008205156,1615194809,4,0
2025-01-01 00:43:29,15.42.160.155,77.32.208.230,ICMP,red,RED - ICMP connection from 15.42.160.155 to 77.32.208.230,254451867,1293996262,2,1
2025-01-01 16:41:46,108.87.175.57,227.151.80.203,HTTPS,red,RED - HTTPS connection from 108.87.175.57 to 227.151.80.203,1817685817,3818344651,1,1
2025-01-01 19:27:27,149.180.73.4,36.144.190.200,HTTP,blue,BLUE - Defensive action on 36.144.190.200,2511620356,613465800,0,0
2025-01-01 04:09:23,181.230.185.22,135.196.81.97,HTTPS,blue,BLUE - Defensive action on 135.196.81.97,3051796758,2277790049,1,0
2025-01-01 17:49:26,79.36.209.227,10.63.197.239,HTTPS,red,RED - HTTPS connection from 79.36.209.227 to 10.63.197.239,1327813091,171951599,1,1
2025-01-01 09:39:01,136.216.108.238,139.102.159.103,ICMP,blue,BLUE - Defensive action on 139.102.159.103,2295885038,2338758503,2,0
2025-01-01 19:23:04,115.161.2.101,50.171.41.226,HTTPS,red,RED - HTTPS connection from 115.161.2.101 to 50.171.41.226,1939931749,850078178,1,1
2025-01-01 12:02:45,92.65.120.26,73.35.99.82,HTTP,blue,BLUE - Defensive action on 73.35.99.82,1547794458,1227055954,0,0
2025-01-01 03:55:34,122.122.174.214,14.170.121.242,TCP,blue,BLUE - Defensive action on 14.170.121.242,2054860502,246053362,3,0
2025-01-01 20:33:32,94.141.203.194,53.211.247.46,ICMP,blue,BLUE - Defensive action on 53.211.247.46,1586351042,903083822,2,0
2025-01-01 02:54:40,120.31.184.143,191.212.188.204,TCP,blue,BLUE - Defensive action on 191.212.188.204,2015344783,3218390220,3,0
2025-01-01 19:39:55,58.1.196.245,177.246.62.146,HTTPS,blue,BLUE - Defensive action on 177.246.62.146,973194485,2985705106,1,0
2025-01-01 14:19:43,179.22.122.227,223.80.140.226,HTTPS,blue,BLUE - Defensive action on 223.80.140.226,3004594915,3746598114,1,0
2025-01-01 22:52:39,245.137.2.85,249.22.231.84,HTTPS,red,RED - HTTPS connection from 245.137.2.85 to 249.22.231.84,4119396949,4179027796,1,1
2025-01-01 22:17:02,244.45.154.90,108.2.120.50,TCP,red,RED - TCP connection from 244.45.154.90 to 108.2.120.50,4096629338,1812101170,3,1
2025-01-01 01:42:37,238.195.198.107,245.160.27.4,ICMP,red,RED - ICMP connection from 238.195.198.107 to 245.160.27.4,4005807723,4120910596,2,1
2025-01-01 10:56:24,250.226.164.69,187.213.45.49,HTTP,red,RED - HTTP connection from 250.226.164.69 to 187.213.45.49,4209157189,3151310129,0,1
2025-01-01 11:17:25,232.67.183.171,25.188.102.126,HTTP,blue,BLUE - Defensive action on 25.188.102.126,3896752043,431777406,0,0
2025-01-01 06:12:24,142.99.89.17,151.65.33.33,ICMP,red,RED - ICMP connection from 142.99.89.17 to 151.65.33.33,2388875537,2537627937,2,1
2025-01-01 09:00:47,195.201.250.37,148.137.212.97,HTTP,red,RED - HTTP connection from 195.201.250.37 to 148.137.212.97,3284793893,2492060769,0,1
2025-01-01 13:23:13,41.130.52.229,147.59.116.190,HTTPS,red,RED - HTTPS connection from 41.130.52.229 to 147.59.116.190,696399077,2470147262,1,1
2025-01-01 23:20:12,88.57.150.112,41.232.1.245,ICMP,red,RED - ICMP connection from 88.57.150.112 to 41.232.1.245,1480169072,703070709,2,1
2025-01-01 03:14:25,233.56.252.39,244.46.38.186,TCP,blue,BLUE - Defensive action on 244.46.38.186,3912825895,4096665274,3,0
2025-01-01 10:15:35,51.43.212.95,47.201.193.242,HTTPS,red,RED - HTTPS connection from 51.43.212.95 to 47.201.193.242,858510431,801751538,1,1
2025-01-01 22:49:38,185.206.125.9,31.123.203.126,ICMP,red,RED - ICMP connection from 185.206.125.9 to 31.123.203.126,3117317385,528206718,2,1
2025-01-01 04:49:27,23.95.220.115,143.208.52.7,TCP,blue,BLUE - Defensive action on 143.208.52.7,392158323,2412786695,3,0
2025-01-01 12:49:23,42.123.34.26,210.7.111.184,UDP,blue,BLUE - Defensive action on 210.7.111.184,712712730,3523702712,4,0
2025-01-01 08:39:54,89.163.85.163,227.45.171.115,TCP,blue,BLUE - Defensive action on 227.45.171.115,1503876515,3811421043,3,0
2025-01-01 13:35:15,204.173.187.194,37.101.205.129,TCP,red,RED - TCP connection from 204.173.187.194 to 37.101.205.129,3433937858,627428737,3,1
2025-01-01 01:34:55,187.235.63.250,237.193.40.142,ICMP,blue,BLUE - Defensive action on 237.193.40.142,3152756730,3988859022,2,0
2025-01-01 08:01:33,115.142.3.195,207.81.216.88,ICMP,red,RED - ICMP connection from 115.142.3.195 to 207.81.216.88,1938686915,3478247512,2,1
2025-01-01 22:13:08,162.219.84.158,36.105.105.207,TCP,blue,BLUE - Defensive action on 36.105.105.207,2732283038,610888143,3,0
2025-01-01 15:29:57,136.201.245.208,205.50.231.127,UDP,red,RED - UDP connection from 136.201.245.208 to 205.50.231.127,2294937040,3442665343,4,1
2025-01-01 13:29:06,224.22.219.59,241.246.195.90,HTTPS,red,RED - HTTPS connection from 224.22.219.59 to 241.246.195.90,3759594299,4059480922,1,1
2025-01-01 07:38:03,64.34.179.66,202.55.0.13,HTTP,blue,BLUE - Defensive action on 202.55.0.13,1076015938,3392602125,0,0
2025-01-01 08:05:35,34.101.205.96,176.43.132.235,TCP,red,RED - TCP connection from 34.101.205.96 to 176.43.132.235,577097056,2955642091,3,1
2025-01-01 20:45:57,100.165.50.207,126.51.105.87,HTTP,blue,BLUE - Defensive action on 126.51.105.87,1688548047,2117298519,0,0
2025-01-01 14:27:27,1.17.145.153,5.69.154.2,ICMP,red,RED - ICMP connection from 1.17.145.153 to 5.69.154.2,17928601,88447490,2,1
2025-01-01 00:40:08,89.180.181.161,78.120.141.208,TCP,blue,BLUE - Defensive action on 78.120.141.208,1505015201,1316523472,3,0
2025-01-01 18:25:21,7.247.78.49,88.247.158.199,ICMP,red,RED - ICMP connection from 7.247.78.49 to 88.247.158.199,133647921,1492623047,2,1
2025-01-01 07:16:10,61.123.135.53,59.103.127.215,HTTPS,blue,BLUE - Defensive action on 59.103.127.215,1031505717,996638679,1,0
2025-01-01 06:58:21,24.155.113.60,251.252.185.10,ICMP,blue,BLUE - Defensive action on 251.252.185.10,412840252,4227643658,2,0
2025-01-01 23:11:47,251.134.82.190,114.218.4.29,TCP,red,RED - TCP connection from 251.134.82.190 to 114.218.4.29,4219884222,1926890525,3,1
2025-01-01 07:21:18,39.192.104.165,10.121.227.190,ICMP,red,RED - ICMP connection from 39.192.104.165 to 10.121.227.190,666921125,175760318,2,1
2025-01-01 16:51:33,229.249.29.92,2.235.168.77,ICMP,red,RED - ICMP connection from 229.249.29.92 to 2.235.168.77,3858308444,48998477,2,1
2025-01-01 02:49:21,70.63.56.176,141.208.33.85,TCP,blue,BLUE - Defensive action on 141.208.33.85,1178548400,2379227477,3,0
2025-01-01 08:37:11,183.137.210.238,140.187.17.251,TCP,blue,BLUE - Defensive action on 140.187.17.251,3079262958,2361070075,3,0
2025-01-01 17:31:00,167.74.123.112,216.97.44.78,HTTP,red,RED - HTTP connection from 167.74.123.112 to 216.97.44.78,2806676336,3630246990,0,1
2025-01-01 15:24:04,179.249.79.49,76.111.29.149,HTTPS,red,RED - HTTPS connection from 179.249.79.49 to 76.111.29.149,3019460401,1282350485,1,1
2025-01-01 12:34:09,116.248.62.121,182.149.231.159,ICMP,red,RED - ICMP connection from 116.248.62.121 to 182.149.231.159,1962425977,3063277471,2,1
2025-01-01 01:43:22,38.180.145.117,245.85.82.183,HTTPS,blue,BLUE - Defensive action on 245.85.82.183,649367925,4116009655,1,0
2025-01-01 10:22:33,41.224.154.157,252.4.153.239,TCP,red,RED - TCP connection from 41.224.154.157 to 252.4.153.239,702585501,4228159983,3,1
2025-01-01 19:02:41,187.140.98.218,174.11.129.175,HTTPS,blue,BLUE - Defensive action on 174.11.129.175,3146539738,2919989679,1,0
2025-01-01 13:25:10,29.246.40.37,187.143.238.133,TCP,red,RED - TCP connection from 29.246.40.37 to 187.143.238.133,502671397,3146772101,3,1
2025-01-01 22:40:31,156.70.214.213,231.53.60.73,TCP,red,RED - TCP connection from 156.70.214.213 to 231.53.60.73,2621888213,3879025737,3,1
2025-01-01 15:05:44,208.169.58.124,173.245.245.54,HTTPS,red,RED - HTTPS connection from 208.169.58.124 to 173.245.245.54,3500751484,2918577462,1,1
2025-01-01 22:36:36,238.75.147.4,88.56.156.116,HTTP,red,RED - HTTP connection from 238.75.147.4 to 88.56.156.116,3997930244,1480105076,0,1
2025-01-01 05:12:56,145.205.35.37,190.15.46.192,HTTPS,red,RED - HTTPS connection from 145.205.35.37 to 190.15.46.192,2446140197,3188666048,1,1
2025-01-01 17:26:24,81.90.203.248,82.149.251.248,HTTPS,red,RED - HTTPS connection from 81.90.203.248 to 82.149.251.248,1364904952,1385561080,1,1
2025-01-01 04:47:21,48.13.136.156,146.118.118.60,TCP,blue,BLUE - Defensive action on 146.118.118.60,806193308,2457237052,3,0
2025-01-01 04:29:02,151.196.179.247,110.161.71.64,ICMP,red,RED - ICMP connection from 151.196.179.247 to 110.161.71.64,2546250743,1856063296,2,1
2025-01-01 07:28:15,136.121.214.126,247.30.72.183,ICMP,red,RED - ICMP connection from 136.121.214.126 to 247.30.72.183,2289686142,4145957047,2,1
2025-01-01 17:33:18,170.123.124.55,44.45.54.112,TCP,red,RED - TCP connection from 170.123.124.55 to 44.45.54.112,2860219447,741160560,3,1
2025-01-01 13:58:27,17.174.106.209,178.220.222.146,ICMP,red,RED - ICMP connection from 17.174.106.209 to 178.220.222.146,296643281,3000819346,2,1
2025-01-01 20:31:14,11.14.41.12,243.135.107.197,HTTPS,blue,BLUE - Defensive action on 243.135.107.197,185477388,4085738437,1,0
2025-01-01 12:17:59,201.193.243.214,185.67.70.130,HTTP,blue,BLUE - Defensive action on 185.67.70.130,3384931286,3108193922,0,0
2025-01-01 01:08:05,87.192.84.147,156.199.95.153,TCP,blue,BLUE - Defensive action on 156.199.95.153,1472222355,2630311833,3,0
2025-01-01 21:53:22,154.3.125.226,141.142.106.13,UDP,red,RED - UDP connection from 154.3.125.226 to 141.142.106.13,2583920098,2374920717,4,1
2025-01-01 14:28:16,121.250.135.24,165.198.94.95,HTTP,blue,BLUE - Defensive action on 165.198.94.95,2046461720,2781240927,0,0
2025-01-01 19:32:08,39.119.36.10,189.72.250.168,TCP,blue,BLUE - Defensive action on 189.72.250.168,662119434,3175676584,3,0
2025-01-01 02:40:02,138.109.135.34,239.178.35.226,UDP,blue,BLUE - Defensive action on 239.178.35.226,2322433826,4021429218,4,0
2025-01-01 02:46:03,88.203.167.8,163.139.230.126,UDP,blue,BLUE - Defensive action on 163.139.230.126,1489741576,2743854718,4,0
2025-01-01 02:34:47,132.121.142.172,125.109.67.186,HTTPS,blue,BLUE - Defensive action on 125.109.67.186,2222558892,2104312762,1,0
2025-01-01 00:25:26,165.80.240.219,127.84.38.193,HTTP,blue,BLUE - Defensive action on 127.84.38.193,2773545179,2136221377,0,0
2025-01-01 02:53:37,177.244.68.129,217.240.191.48,HTTP,blue,BLUE - Defensive action on 217.240.191.48,2985575553,3656433456,0,0
2025-01-01 07:15:44,227.21.161.239,80.203.242.65,TCP,red,RED - TCP connection from 227.21.161.239 to 80.203.242.65,3809845743,1355543105,3,1
2025-01-01 17:23:33,19.117.196.23,188.52.52.81,ICMP,blue,BLUE - Defensive action on 188.52.52.81,326485015,3157537873,2,0
2025-01-01 14:07:40,116.207.221.81,5.199.60.137,TCP,red,RED - TCP connection from 116.207.221.81 to 5.199.60.137,1959779665,96943241,3,1
2025-01-01 06:38:11,250.89.78.42,61.59.21.82,HTTPS,red,RED - HTTPS connection from 250.89.78.42 to 61.59.21.82,4200156714,1027282258,1,1
2025-01-01 10:19:12,243.43.110.115,156.241.246.44,UDP,blue,BLUE - Defensive action on 156.241.246.44,4079709811,2633102892,4,0
2025-01-01 09:00:11,52.10.78.62,33.242.58.145,UDP,blue,BLUE - Defensive action on 33.242.58.145,873090622,569522833,4,0
2025-01-01 16:21:01,39.166.45.205,160.209.198.60,HTTP,blue,BLUE - Defensive action on 160.209.198.60,665202125,2698102332,0,0
2025-01-01 14:47:05,141.0.155.74,54.220.164.120,HTTP,blue,BLUE - Defensive action on 54.220.164.120,2365627210,920429688,0,0
2025-01-01 07:36:40,157.29.55.147,187.44.247.186,HTTPS,blue,BLUE - Defensive action on 187.44.247.186,2635937683,3140286394,1,0
2025-01-01 00:04:16,241.218.26.219,241.165.221.217,HTTP,blue,BLUE - Defensive action on 241.165.221.217,4057602779,4054179289,0,0
2025-01-01 07:18:22,157.201.91.166,126.55.73.139,HTTP,red,RED - HTTP connection from 157.201.91.166 to 126.55.73.139,2647219110,2117552523,0,1
2025-01-01 03:18:35,194.24.56.40,161.81.216.153,TCP,blue,BLUE - Defensive action on 161.81.216.153,3256367144,2706495641,3,0
2025-01-01 19:20:16,253.162.226.157,209.218.228.230,UDP,blue,BLUE - Defensive action on 209.218.228.230,4255310493,3520783590,4,0
2025-01-01 19:22:01,98.117.126.118,89.79.141.49,TCP,red,RED - TCP connection from 98.117.126.118 to 89.79.141.49,1651867254,1498385713,3,1
2025-01-01 17:15:26,109.11.59.43,232.78.227.247,HTTP,blue,BLUE - Defensive action on 232.78.227.247,1829452587,3897484279,0,0
2025-01-01 16:08:58,19.41.164.156,38.33.64.71,HTTPS,blue,BLUE - Defensive action on 38.33.64.71,321496220,639713351,1,0
2025-01-01 02:48:24,132.143.108.39,48.80.185.155,TCP,red,RED - TCP connection from 132.143.108.39 to 48.80.185.155,2223991847,810596763,3,1
2025-01-01 12:08:34,200.139.74.223,205.115.140.3,TCP,blue,BLUE - Defensive action on 205.115.140.3,3364571871,3446901763,3,0
2025-01-01 20:50:08,38.28.85.67,237.92.207.154,HTTPS,red,RED - HTTPS connection from 38.28.85.67 to 237.92.207.154,639391043,3982282650,1,1
2025-01-01 13:52:38,88.204.99.102,10.5.128.30,UDP,blue,BLUE - Defensive action on 10.5.128.30,1489789798,168132638,4,0
2025-01-01 11:38:08,175.71.13.168,128.151.132.233,HTTP,blue,BLUE - Defensive action on 128.151.132.233,2940669352,2157413609,0,0
2025-01-01 14:35:15,52.156.160.148,22.56.80.64,HTTPS,red,RED - HTTPS connection from 52.156.160.148 to 22.56.80.64,882679956,372789312,1,1
2025-01-01 03:57:52,107.91.82.173,73.90.233.192,HTTPS,blue,BLUE - Defensive action on 73.90.233.192,1801147053,1230694848,1,0
2025-01-01 03:52:16,112.9.2.102,30.6.87.168,HTTP,blue,BLUE - Defensive action on 30.6.87.168,1879638630,503732136,0,0
2025-01-01 04:35:15,134.145.109.24,131.159.174.194,UDP,red,RED - UDP connection from 134.145.109.24 to 131.159.174.194,2257677592,2208280258,4,1
2025-01-01 10:14:59,196.224.195.102,211.15.242.41,HTTPS,red,RED - HTTPS connection from 196.224.195.102 to 211.15.242.41,3303064422,3541037609,1,1
2025-01-01 08:59:57,14.143.64.218,131.250.107.187,TCP,blue,BLUE - Defensive action on 131.250.107.187,244269274,2214226875,3,0
2025-01-01 01:33:13,109.40.222.52,211.75.132.82,TCP,red,RED - TCP connection from 109.40.222.52 to 211.75.132.82,1831394868,3544941650,3,1
2025-01-01 15:22:00,89.100.102.164,233.103.35.88,UDP,blue,BLUE - Defensive action on 233.103.35.88,1499752100,3915850584,4,0
2025-01-01 22:23:14,17.85.198.193,226.191.255.133,HTTP,red,RED - HTTP connection from 17.85.198.193 to 226.191.255.133,290834113,3804233605,0,1
2025-01-01 16:16:20,228.40.195.158,74.237.74.223,UDP,blue,BLUE - Defensive action on 74.237.74.223,3827876766,1257065183,4,0
2025-01-01 08:05:09,111.148.201.38,34.172.42.122,HTTPS,red,RED - HTTPS connection from 111.148.201.38 to 34.172.42.122,1872021798,581708410,1,1
2025-01-01 14:25:49,161.156.119.110,168.46.48.1,UDP,blue,BLUE - Defensive action on 168.46.48.1,2711385966,2821599233,4,0
2025-01-01 23:26:39,144.43.98.245,159.27.96.193,HTTP,red,RED - HTTP connection from 144.43.98.245 to 159.27.96.193,2418762485,2669371585,0,1
2025-01-01 00:09:07,4.191.251.104,237.212.202.249,ICMP,blue,BLUE - Defensive action on 237.212.202.249,79690600,3990145785,2,0
2025-01-01 19:15:39,11.36.155.20,242.110.49.26,UDP,blue,BLUE - Defensive action on 242.110.49.26,186948372,4067307802,4,0
2025-01-01 16:06:01,162.155.140.152,15.180.37.80,HTTP,blue,BLUE - Defensive action on 15.180.37.80,2728103064,263464272,0,0
2025-01-01 16:42:05,180.218.53.43,203.92.205.130,ICMP,red,RED - ICMP connection from 180.218.53.43 to 203.92.205.130,3034199339,3411856770,2,1
2025-01-01 22:05:16,37.160.163.188,253.176.204.34,ICMP,red,RED - ICMP connection from 37.160.163.188 to 253.176.204.34,631284668,4256222242,2,1
2025-01-01 19:03:30,164.158.177.124,139.116.45.114,ICMP,blue,BLUE - Defensive action on 139.116.45.114,2761863548,2339646834,2,0
2025-01-01 20:05:50,20.80.1.105,116.240.149.9,UDP,blue,BLUE - Defensive action on 116.240.149.9,340787561,1961923849,4,0
2025-01-01 06:27:35,122.19.60.24,124.66.0.230,HTTP,blue,BLUE - Defensive action on 124.66.0.230,2048080920,2084700390,0,0
2025-01-01 14:08:37,3.201.130.78,24.120.152.54,UDP,blue,BLUE - Defensive action on 24.120.152.54,63537742,410556470,4,0
2025-01-01 08:06:10,191.103.104.17,46.224.250.177,ICMP,blue,BLUE - Defensive action on 46.224.250.177,3211225105,786496177,2,0
2025-01-01 08:10:44,207.101.75.7,12.125.243.157,TCP,blue,BLUE - Defensive action on 12.125.243.157,3479522055,209580957,3,0
2025-01-01 15:43:38,54.162.175.163,67.231.139.63,ICMP,blue,BLUE - Defensive action on 67.231.139.63,916631459,1139247935,2,0
2025-01-01 15:16:49,211.78.161.202,112.194.13.247,HTTPS,red,RED - HTTPS connection from 211.78.161.202 to 112.194.13.247,3545145802,1891765751,1,1
2025-01-01 17:41:31,122.172.219.87,95.175.161.210,UDP,blue,BLUE - Defensive action on 95.175.161.210,2058148695,1605345746,4,0
2025-01-01 05:47:46,202.55.195.224,10.240.113.52,HTTP,blue,BLUE - Defensive action on 10.240.113.52,3392652256,183529780,0,0
2025-01-01 22:09:43,108.234.93.113,253.181.239.129,ICMP,blue,BLUE - Defensive action on 253.181.239.129,1827298673,4256558977,2,0
2025-01-01 03:17:16,203.202.7.68,138.63.232.95,ICMP,blue,BLUE - Defensive action on 138.63.232.95,3419014980,2319444063,2,0
2025-01-01 23:12:20,131.131.181.108,124.227.95.63,UDP,red,RED - UDP connection from 131.131.181.108 to 124.227.95.63,2206446956,2095275839,4,1
2025-01-01 21:20:18,79.210.45.28,163.176.73.69,UDP,blue,BLUE - Defensive action on 163.176.73.69,1339174172,2746239301,4,0
2025-01-01 10:07:34,82.20.212.166,209.147.12.59,ICMP,blue,BLUE - Defensive action on 209.147.12.59,1377096870,3516075067,2,0
2025-01-01 09:37:44,30.54.79.70,73.107.175.53,ICMP,blue,BLUE - Defensive action on 73.107.175.53,506875718,1231793973,2,0
