original_row_id,text_chunk,Equipment_Type,column_chunked,Priority,Date_Reported,Status,source_file,Mission_Title,Reported_By,Recommendation_ID,chunk_id,chunk_index,System_Affected,Issue_ID,source_column
3,cyber network intel intel cyber system threat assessment cyber network threat system cyber response threat incident cyber response network threat assessment security cyber response system,Router,Equipment Issues,,2025-12-07,In Progress,Equipment_Issues.csv,Mission_4,User A,,788e8b77-f7cd-43c0-8940-565c6a4261b3,2,,ISSUE004,Equipment Issues
3,response system threat assessment network intel intel cyber response cyber security operation operation threat network incident cyber operation incident assessment intel security response operation security,Router,Equipment Issues,,2025-12-07,In Progress,Equipment_Issues.csv,Mission_4,User A,,d71f8db2-4b82-412a-84cd-6e0b766251f4,3,,ISSUE004,Equipment Issues
3,operation security assessment cyber network incident network cyber incident intel intel intel threat response system operation threat incident operation operation response response response intel threat,Router,Equipment Issues,,2025-12-07,In Progress,Equipment_Issues.csv,Mission_4,User A,,99de7901-6be5-4657-b88b-6de454341404,4,,ISSUE004,Equipment Issues
3,intel threat network intel network incident security response,Router,Equipment Issues,,2025-12-07,In Progress,Equipment_Issues.csv,Mission_4,User A,,ac37a15c-deb2-41d6-8787-ffb91e61d249,5,,ISSUE004,Equipment Issues
4,security response operation incident operation incident system assessment intel assessment operation operation network network assessment network threat incident security system response assessment incident network system,Switch,Equipment Issues,,2025-12-08,In Progress,Equipment_Issues.csv,Mission_5,User A,,98efd04b-204c-413b-9b00-bea73c2c8d77,1,,ISSUE005,Equipment Issues
4,network system threat network security threat intel incident intel incident cyber operation assessment operation response operation intel assessment threat incident operation network intel intel incident,Switch,Equipment Issues,,2025-12-08,In Progress,Equipment_Issues.csv,Mission_5,User A,,2fc924b1-b5b1-4ebd-913a-91cca5424723,2,,ISSUE005,Equipment Issues
4,intel incident intel intel threat threat security assessment assessment assessment cyber security operation response intel incident intel cyber network intel intel assessment network threat network,Switch,Equipment Issues,,2025-12-08,In Progress,Equipment_Issues.csv,Mission_5,User A,,45d6e340-3de0-4edd-82d9-ff4de4c3a778,3,,ISSUE005,Equipment Issues
4,threat network operation threat incident threat threat incident intel response system system response operation incident network intel assessment network network network response operation network cyber,Switch,Equipment Issues,,2025-12-08,In Progress,Equipment_Issues.csv,Mission_5,User A,,0f7db1de-871a-48a9-93c3-a3359401c353,4,,ISSUE005,Equipment Issues
4,network cyber incident system network operation operation intel,Switch,Equipment Issues,,2025-12-08,In Progress,Equipment_Issues.csv,Mission_5,User A,,53f1370b-0dd1-4c76-be6e-fa8898ff7621,5,,ISSUE005,Equipment Issues
5,cyber threat network intel assessment security cyber network cyber system cyber cyber assessment network network security assessment operation security incident network security network incident operation,Server,Equipment Issues,,2025-12-09,Closed,Equipment_Issues.csv,Mission_6,User A,,ada2e903-c0f2-46fa-a676-bdef94746899,1,,ISSUE006,Equipment Issues
5,incident operation operation incident cyber threat assessment cyber operation security threat response cyber incident assessment assessment incident operation intel incident network incident security assessment intel,Server,Equipment Issues,,2025-12-09,Closed,Equipment_Issues.csv,Mission_6,User A,,638ea185-728d-429c-ba18-d4f52d753935,2,,ISSUE006,Equipment Issues
5,assessment intel response intel incident incident system response intel assessment assessment incident intel threat assessment incident system incident response assessment cyber security cyber assessment intel,Server,Equipment Issues,,2025-12-09,Closed,Equipment_Issues.csv,Mission_6,User A,,2c728b82-4ec7-49da-9c92-a42110a7a90c,3,,ISSUE006,Equipment Issues
5,assessment intel network cyber response response assessment network operation threat network incident intel response cyber incident intel threat operation incident cyber system security system cyber,Server,Equipment Issues,,2025-12-09,Closed,Equipment_Issues.csv,Mission_6,User A,,04773612-b99d-42f3-888f-480701fde17c,4,,ISSUE006,Equipment Issues
5,system cyber operation intel operation response intel incident,Server,Equipment Issues,,2025-12-09,Closed,Equipment_Issues.csv,Mission_6,User A,,73150b5a-d245-44c9-83bf-60df3e00e428,5,,ISSUE006,Equipment Issues
6,security response threat network assessment network security network network cyber network intel cyber response network security cyber threat incident network security response security system response,Laptop,Equipment Issues,,2025-12-10,Open,Equipment_Issues.csv,Mission_7,User A,,c55f282e-3e92-4b03-9ac1-a8994906b6ab,1,,ISSUE007,Equipment Issues
6,system response assessment cyber security response network system network operation intel security system cyber assessment response response incident response threat assessment operation network assessment operation,Laptop,Equipment Issues,,2025-12-10,Open,Equipment_Issues.csv,Mission_7,User A,,a9f7ed28-0549-4c55-bc00-07b4894b66a5,2,,ISSUE007,Equipment Issues
6,assessment operation intel operation incident incident incident security security threat network response operation assessment security incident security assessment network security system operation cyber incident cyber,Laptop,Equipment Issues,,2025-12-10,Open,Equipment_Issues.csv,Mission_7,User A,,32c11c08-aa4d-433a-a389-1ceb448d6480,3,,ISSUE007,Equipment Issues
6,incident cyber operation threat response incident incident assessment response cyber security incident cyber intel incident intel cyber assessment network intel threat assessment incident cyber cyber,Laptop,Equipment Issues,,2025-12-10,Open,Equipment_Issues.csv,Mission_7,User A,,fe959488-2349-4853-902f-53c66e6750fc,4,,ISSUE007,Equipment Issues
6,cyber cyber cyber response incident threat network incident,Laptop,Equipment Issues,,2025-12-10,Open,Equipment_Issues.csv,Mission_7,User A,,c78681b8-d9be-4595-803d-f052dc295375,5,,ISSUE007,Equipment Issues
7,system cyber system network cyber operation system threat system intel threat operation assessment assessment operation system network response intel cyber system operation threat cyber operation,Laptop,Equipment Issues,,2025-12-11,Open,Equipment_Issues.csv,Mission_8,User C,,310bf332-dbd7-458d-b5fe-ffb6af65747e,1,,ISSUE008,Equipment Issues
7,cyber operation security security security network incident network response threat intel intel system system operation incident cyber incident incident threat cyber network threat incident operation,Laptop,Equipment Issues,,2025-12-11,Open,Equipment_Issues.csv,Mission_8,User C,,65dc1966-ae21-471a-a130-9823b8dd90d7,2,,ISSUE008,Equipment Issues
7,incident operation intel network cyber threat security assessment response incident system intel response system operation incident incident cyber incident intel network system security threat assessment,Laptop,Equipment Issues,,2025-12-11,Open,Equipment_Issues.csv,Mission_8,User C,,fc93eed3-6a7f-49b8-a720-be482b8024f8,3,,ISSUE008,Equipment Issues
7,threat assessment cyber incident incident assessment assessment system threat intel operation assessment incident system response operation system operation assessment intel incident system intel threat security,Laptop,Equipment Issues,,2025-12-11,Open,Equipment_Issues.csv,Mission_8,User C,,aef1d817-c225-4543-a71a-6d707da9e8e2,4,,ISSUE008,Equipment Issues
7,threat security security assessment response operation intel cyber,Laptop,Equipment Issues,,2025-12-11,Open,Equipment_Issues.csv,Mission_8,User C,,c71674ef-1f2b-49f4-9dce-58a96f53755b,5,,ISSUE008,Equipment Issues
8,response cyber cyber threat security operation operation assessment network network response network security incident network security network system incident response security security cyber system system,Router,Equipment Issues,,2025-12-12,Closed,Equipment_Issues.csv,Mission_9,User A,,96385485-8567-4185-a2b5-5803443584cf,1,,ISSUE009,Equipment Issues
8,system system assessment incident cyber operation security threat security security system intel assessment network cyber response operation threat threat security operation security response operation assessment,Router,Equipment Issues,,2025-12-12,Closed,Equipment_Issues.csv,Mission_9,User A,,085cba10-4b21-4036-aa73-d65878dd01da,2,,ISSUE009,Equipment Issues
8,operation assessment system operation system cyber cyber security intel intel response assessment security operation operation response network threat incident system incident security response threat response,Router,Equipment Issues,,2025-12-12,Closed,Equipment_Issues.csv,Mission_9,User A,,afb0b94d-6f47-49ca-8d91-a14f0d8dbfb6,3,,ISSUE009,Equipment Issues
8,threat response assessment intel incident assessment threat response assessment assessment network threat cyber incident cyber threat security operation system intel security intel assessment operation intel,Router,Equipment Issues,,2025-12-12,Closed,Equipment_Issues.csv,Mission_9,User A,,661faa80-ec8e-4929-ae81-4689dcaf869a,4,,ISSUE009,Equipment Issues
8,operation intel cyber system intel assessment network security,Router,Equipment Issues,,2025-12-12,Closed,Equipment_Issues.csv,Mission_9,User A,,d2ae6930-91c6-4f78-a63f-7fa089f360fe,5,,ISSUE009,Equipment Issues
9,intel network cyber cyber incident threat security operation network incident operation cyber network assessment incident response network cyber cyber network system response operation system system,Switch,Equipment Issues,,2025-12-13,Open,Equipment_Issues.csv,Mission_10,User B,,31e1047f-7b0d-486f-be2f-c4959af5fe8d,1,,ISSUE010,Equipment Issues
9,system system cyber network cyber operation system intel threat cyber intel assessment network system threat assessment system assessment threat incident intel intel threat incident incident,Switch,Equipment Issues,,2025-12-13,Open,Equipment_Issues.csv,Mission_10,User B,,dab89303-3167-4b14-9e48-d19d0f0ce257,2,,ISSUE010,Equipment Issues
9,incident incident system response cyber response incident system cyber threat intel system system intel incident response cyber assessment incident assessment security system response security incident,Switch,Equipment Issues,,2025-12-13,Open,Equipment_Issues.csv,Mission_10,User B,,67a254df-9521-4b9a-8ea3-f66730d3531a,3,,ISSUE010,Equipment Issues
9,security incident network system response security threat cyber cyber system operation response operation assessment cyber intel operation intel threat intel security security network assessment network,Switch,Equipment Issues,,2025-12-13,Open,Equipment_Issues.csv,Mission_10,User B,,48fc9c70-776a-4d8d-abe2-c4897ecbbcb2,4,,ISSUE010,Equipment Issues
9,assessment network threat security response operation response cyber,Switch,Equipment Issues,,2025-12-13,Open,Equipment_Issues.csv,Mission_10,User B,,a5d9281b-5884-4f47-a2e3-a20c4570af9c,5,,ISSUE010,Equipment Issues
0,operation intel system system intel assessment network operation response assessment security intel threat system security threat operation threat incident security operation security response intel threat,,FFIR,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_1,,,a44eaaa3-320f-448b-938b-6b19a5689b4d,1,,,FFIR
0,intel threat incident operation incident cyber response threat cyber security security cyber system cyber response incident security threat cyber system incident network assessment threat assessment,,FFIR,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_1,,,f99b1697-3a2b-4e0e-93dd-e24d6a3fcd38,2,,,FFIR
0,threat assessment incident operation network response threat response cyber incident operation security response network incident response assessment operation security response response response intel assessment network,,FFIR,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_1,,,4018f118-7379-41ca-b9da-1cb387d4dc43,3,,,FFIR
0,assessment network network incident network security assessment threat cyber system intel,,FFIR,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_1,,,d61b06dd-ea1f-4f43-aa65-3bc25a5b8a77,4,,,FFIR
0,network intel network incident network threat cyber network incident security cyber threat assessment system operation assessment operation network network response incident threat security network security,,Friction_Point,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_1,,,50173ffc-f31e-4c60-9cbc-80363270fb7b,1,,,Friction_Point
0,network security assessment network operation security cyber response network assessment network intel security assessment security operation operation assessment network incident intel assessment security response incident,,Friction_Point,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_1,,,7f11e777-70ae-4dd4-b5ad-7681484aa821,2,,,Friction_Point
0,response incident cyber cyber intel response operation security response threat assessment system system response response assessment cyber assessment security incident intel system response cyber threat,,Friction_Point,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_1,,,4a339df9-257e-40bc-a9f5-3159ee000a37,3,,,Friction_Point
0,cyber threat system cyber assessment assessment network incident security cyber response,,Friction_Point,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_1,,,7b57bf55-905c-4496-93a8-61e2208fcdf4,4,,,Friction_Point
0,operation intel system intel cyber security response cyber network assessment assessment system operation incident cyber security threat cyber system intel response incident intel response cyber,,Recommendation,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_1,,,0740cc3f-9d75-49a6-8bac-2d73d4143930,1,,,Recommendation
0,response cyber response assessment threat response intel intel operation incident response operation security threat threat network intel response system intel assessment operation system response incident,,Recommendation,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_1,,,153bb48a-9f71-45c5-8c45-22f1122e22f0,2,,,Recommendation
0,response incident security threat security response security operation cyber operation security operation incident network network security network response response response security response cyber intel intel,,Recommendation,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_1,,,767f323e-d0e2-4d16-8a38-cf9cf68ccd8e,3,,,Recommendation
0,intel intel incident security network assessment network threat assessment incident cyber,,Recommendation,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_1,,,d6d0bd93-cf12-485a-9158-879091ce5953,4,,,Recommendation
0,security intel security network cyber system incident security response network incident system incident assessment incident operation system intel system response network security assessment response threat,,Observation,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_1,,,7b599986-2abf-42ef-8f43-d5f0273d9c5f,1,,,Observation
0,response threat network incident intel assessment system network system operation incident response response intel incident system network cyber network response security response incident security system,,Observation,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_1,,,a501bb92-5186-46e3-93c9-20ca8f248fe4,2,,,Observation
0,security system intel assessment assessment threat network response operation response security threat assessment cyber system response response threat cyber response response incident operation operation operation,,Observation,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_1,,,856c7886-321c-4b77-a79d-6da8622fef47,3,,,Observation
0,operation operation security cyber intel assessment operation assessment threat operation intel,,Observation,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_1,,,d7dfdfcb-61f9-40da-b70a-a59c68327173,4,,,Observation
0,network intel cyber system system incident cyber security intel threat security cyber threat network security cyber response intel security threat cyber cyber operation intel threat,,Action_Item,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_1,,,deead589-92a7-49d7-824f-8e0fb66a98ef,1,,,Action_Item
0,intel threat incident operation assessment system operation response intel assessment operation system intel security operation intel threat response operation intel operation cyber security threat threat,,Action_Item,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_1,,,19b32650-124b-43ad-88da-8c9355c06f8c,2,,,Action_Item
0,threat threat operation security cyber intel threat response system assessment response assessment system incident response response network incident response incident response threat network assessment threat,,Action_Item,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_1,,,b58a392c-6542-421f-9bdb-36128423b2c0,3,,,Action_Item
0,assessment threat cyber incident incident intel threat incident incident response threat,,Action_Item,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_1,,,76da0adf-ae07-4cc2-8225-f1d301bcb2ac,4,,,Action_Item
0,incident security intel intel operation response response cyber response network network network system intel network intel intel operation operation system operation security system network security,,Summary,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_1,,,02465e93-0af9-4972-a0a4-8a5da03314ef,1,,,Summary
0,network security cyber system incident intel response cyber security operation incident intel incident response response system operation incident network response assessment operation security incident response,,Summary,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_1,,,711d2f20-753d-4a56-81e2-45c7c16fb73b,2,,,Summary
0,incident response response operation incident security operation security intel system cyber network response network response operation operation response threat network assessment security intel intel intel,,Summary,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_1,,,527e3a79-4bd3-4cd7-9e85-59cfec9f6024,3,,,Summary
0,intel intel cyber threat intel assessment response operation incident incident security,,Summary,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_1,,,525ad3f9-b2b8-4d65-884d-4bf65ad3aa7c,4,,,Summary
1,response threat system response threat incident network security threat network threat assessment cyber system cyber assessment cyber threat cyber incident network incident security system threat,,FFIR,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_2,,,b727f3be-109b-4757-90fc-0081bc1d585f,1,,,FFIR
1,system threat security system network incident response system cyber intel network system incident security operation operation operation system cyber threat incident response intel network assessment,,FFIR,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_2,,,43d65dcd-0486-4e89-87e0-f34cf70461ce,2,,,FFIR
1,network assessment cyber threat operation security assessment operation cyber intel assessment assessment response incident assessment threat system response assessment network system response incident incident cyber,,FFIR,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_2,,,5d6ed640-f06a-42ea-bbdf-11b0aefdeb3c,3,,,FFIR
1,incident cyber threat security intel operation security threat security intel assessment,,FFIR,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_2,,,12c037f9-5db8-41a7-98e4-2cd2e999c874,4,,,FFIR
1,network response cyber response assessment response operation security system threat threat cyber system cyber intel intel network intel cyber threat system threat incident operation incident,,Friction_Point,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_2,,,aba1d89e-d039-4fa1-8257-5efbb1297c06,1,,,Friction_Point
1,operation incident network incident system assessment assessment operation system network system response incident cyber assessment cyber system assessment system assessment response system network incident response,,Friction_Point,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_2,,,34658211-0b3b-4425-8bf6-66008e5bbe1f,2,,,Friction_Point
1,incident response system network system operation threat incident intel security system threat response incident network threat response response network threat intel threat cyber network response,,Friction_Point,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_2,,,43e58f7f-67d5-4afa-a25b-b3677dfdeb9b,3,,,Friction_Point
1,network response system incident threat response cyber incident incident assessment cyber,,Friction_Point,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_2,,,0e0676cd-866c-43eb-b5f7-942756f2dc94,4,,,Friction_Point
1,assessment cyber intel operation threat incident assessment threat network incident assessment cyber operation response response intel intel network operation incident security cyber assessment operation operation,,Recommendation,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_2,,,d2f3fd83-16f4-46f2-afbb-987926dc7d81,1,,,Recommendation
1,operation operation security system assessment intel response assessment intel response network assessment cyber response system operation network intel security incident cyber network operation operation security,,Recommendation,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_2,,,87d58af9-7c5b-4704-bdf6-a0a65cf83c98,2,,,Recommendation
1,operation security system threat intel operation network network cyber operation cyber cyber response network operation cyber cyber assessment network incident threat network cyber assessment network,,Recommendation,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_2,,,0fac3a16-3ab0-44d3-a79f-33ca86be4804,3,,,Recommendation
1,assessment network intel security network response response threat operation security incident,,Recommendation,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_2,,,90937002-88a4-4e41-a3dc-82f41a1d6e2c,4,,,Recommendation
1,incident intel operation operation threat incident assessment assessment assessment security security system assessment operation system system system system network operation response response cyber assessment cyber,,Observation,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_2,,,b3845220-258e-44e6-9a3d-e2ff873590fb,1,,,Observation
1,assessment cyber incident intel response operation incident system intel incident assessment network operation network threat incident system system assessment response system intel intel assessment network,,Observation,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_2,,,9dc62041-3418-4b28-964f-c2bedf5f7e4e,2,,,Observation
1,assessment network intel assessment operation network network assessment operation system network incident threat response response intel system response assessment security incident intel intel assessment intel,,Observation,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_2,,,82a2481e-c19e-4145-8d04-4e8d4b423034,3,,,Observation
1,assessment intel intel security incident system response incident incident security operation,,Observation,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_2,,,b03be651-266a-43fb-8858-73bfb5387b75,4,,,Observation
1,assessment assessment incident threat network network incident network response assessment intel cyber security cyber assessment intel incident response intel incident cyber assessment response response security,,Action_Item,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_2,,,26afab41-f81f-42be-9e22-12644cd1257e,1,,,Action_Item
1,response security threat system intel operation security security network assessment intel threat threat incident network response operation response network security response response system intel operation,,Action_Item,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_2,,,870602c9-f03c-4a82-99fa-047053162c03,2,,,Action_Item
1,intel operation assessment operation network operation network operation system intel operation system network incident response incident cyber intel incident response threat system response assessment operation,,Action_Item,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_2,,,0a034faa-15f9-4a4f-bda0-68e1f9e53372,3,,,Action_Item
1,assessment operation operation cyber threat response network system network network system,,Action_Item,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_2,,,dd246b80-52ee-461d-8ae4-db2fd7fd2a64,4,,,Action_Item
1,response assessment assessment threat network response cyber intel security response security cyber network response security assessment incident threat network assessment response intel cyber assessment response,,Summary,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_2,,,7446f92a-a379-41b0-97d4-a049e7fa2aec,1,,,Summary
1,assessment response threat intel response incident security system intel operation response response incident cyber system response network cyber threat intel network threat network assessment incident,,Summary,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_2,,,ab996463-0eca-471f-90bc-5a18c1d9df93,2,,,Summary
1,assessment incident incident system assessment system system security cyber network cyber security assessment operation assessment system security network incident security cyber intel response incident threat,,Summary,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_2,,,cc5c3611-5479-4680-8167-a09fd4deb56a,3,,,Summary
1,incident threat incident operation system network response security response network network,,Summary,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_2,,,464ba462-c305-4374-b3a6-ddcc390da0c8,4,,,Summary
2,system intel assessment system threat incident network response intel network cyber operation cyber assessment network threat operation assessment intel security network network intel operation assessment,,FFIR,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_3,,,b4cc4bdf-5f06-435c-b782-7bc14eea8b0a,1,,,FFIR
2,operation assessment security operation incident cyber network threat incident threat system assessment network security response network response security network intel cyber system intel incident response,,FFIR,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_3,,,a832bfe6-d1a0-4994-92db-26353fbd984e,2,,,FFIR
2,incident response cyber cyber cyber incident response operation intel threat assessment threat threat assessment network response assessment operation security threat intel intel incident operation operation,,FFIR,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_3,,,56cb3994-857a-461a-b770-fcc27e2465e0,3,,,FFIR
2,operation operation operation threat cyber system response assessment threat intel incident,,FFIR,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_3,,,52654afe-8457-4c2d-a82e-9f656c9e50dd,4,,,FFIR
2,response cyber intel operation cyber incident threat response cyber security operation cyber assessment assessment security response security threat response response intel cyber intel intel response,,Friction_Point,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_3,,,10e4b969-6c4e-4eb5-8438-62b89513fac5,1,,,Friction_Point
2,intel response security system response security assessment security security network intel operation threat cyber network assessment threat assessment system threat threat network threat threat incident,,Friction_Point,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_3,,,87d59419-69f1-462f-831e-e06a05a0c166,2,,,Friction_Point
2,threat incident threat intel response operation network operation incident network security incident operation system cyber network security intel cyber intel response security assessment security incident,,Friction_Point,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_3,,,bf03c3c3-9027-4fb7-aa37-50010b172a3c,3,,,Friction_Point
2,security incident assessment intel incident network incident incident network assessment security,,Friction_Point,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_3,,,1213f49b-55fa-4af8-9cfb-008ef95a8b3a,4,,,Friction_Point
2,cyber response operation response assessment intel intel system system security incident intel threat operation network threat intel threat cyber intel threat cyber intel incident cyber,,Recommendation,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_3,,,4c98f2fd-2a10-4121-8349-e11333e0e4cd,1,,,Recommendation
2,incident cyber network assessment cyber cyber operation response network assessment intel network system response response intel threat intel network incident incident intel system threat incident,,Recommendation,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_3,,,3c559883-5911-41d0-9790-b517aea0bf56,2,,,Recommendation
2,threat incident network response network security operation threat cyber network response assessment threat intel operation system threat system incident response cyber security threat security security,,Recommendation,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_3,,,e8e3f5a8-607d-4073-99fe-bcfd141c73fb,3,,,Recommendation
2,security security cyber cyber system threat threat cyber response response response,,Recommendation,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_3,,,76ff7641-b86f-407b-aa27-4fe050a49799,4,,,Recommendation
2,intel security system network incident assessment incident network network cyber network security intel threat cyber security network intel assessment response security security incident incident network,,Observation,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_3,,,d13d1b13-0d84-4585-a6aa-1cd3d2dac180,1,,,Observation
