Mission_Title,Issue_ID,Equipment_Type,Reported_By,Date_Reported,Status,text_chunk,source_file,source_column,chunk_index,column_chunked,chunk_id,original_row_id
Mission_3,ISSUE003,Router,User C,2025-12-06,Closed,system operation intel incident intel system system network incident response response network network response security operation response response security security response security cyber system network,Equipment_Issues.csv,Equipment Issues,1,Equipment Issues,17682327-7b61-4bf7-8652-363a627cad42,2
Mission_3,ISSUE003,Router,User C,2025-12-06,Closed,system network security operation incident assessment threat cyber cyber response threat threat incident network assessment threat threat response cyber intel threat intel response security threat,Equipment_Issues.csv,Equipment Issues,2,Equipment Issues,591d6348-48ea-4eba-a9af-72a38ba6f106,2
Mission_3,ISSUE003,Router,User C,2025-12-06,Closed,security threat security system threat response cyber response threat intel incident intel incident security security network incident incident threat assessment response cyber assessment security threat,Equipment_Issues.csv,Equipment Issues,3,Equipment Issues,68ff89b4-5de1-4548-aee6-a3b4664c7b9f,2
Mission_3,ISSUE003,Router,User C,2025-12-06,Closed,security threat system assessment cyber intel security assessment system assessment operation response network response assessment system threat assessment response incident incident system system assessment system,Equipment_Issues.csv,Equipment Issues,4,Equipment Issues,040d3fcd-7c87-469f-b2ff-97906803339f,2
Mission_3,ISSUE003,Router,User C,2025-12-06,Closed,assessment system threat threat operation security response incident,Equipment_Issues.csv,Equipment Issues,5,Equipment Issues,4daa3303-4941-4d59-8ad2-a2e8b2c84cd6,2
Mission_4,ISSUE004,Router,User A,2025-12-07,In Progress,incident system assessment intel security network response security incident assessment response intel threat cyber threat cyber security threat operation incident operation assessment network cyber network,Equipment_Issues.csv,Equipment Issues,1,Equipment Issues,bcf326fe-a878-43c9-b347-945a7203e649,3
Mission_4,ISSUE004,Router,User A,2025-12-07,In Progress,cyber network intel intel cyber system threat assessment cyber network threat system cyber response threat incident cyber response network threat assessment security cyber response system,Equipment_Issues.csv,Equipment Issues,2,Equipment Issues,788e8b77-f7cd-43c0-8940-565c6a4261b3,3
Mission_4,ISSUE004,Router,User A,2025-12-07,In Progress,response system threat assessment network intel intel cyber response cyber security operation operation threat network incident cyber operation incident assessment intel security response operation security,Equipment_Issues.csv,Equipment Issues,3,Equipment Issues,d71f8db2-4b82-412a-84cd-6e0b766251f4,3
Mission_4,ISSUE004,Router,User A,2025-12-07,In Progress,operation security assessment cyber network incident network cyber incident intel intel intel threat response system operation threat incident operation operation response response response intel threat,Equipment_Issues.csv,Equipment Issues,4,Equipment Issues,99de7901-6be5-4657-b88b-6de454341404,3
Mission_4,ISSUE004,Router,User A,2025-12-07,In Progress,intel threat network intel network incident security response,Equipment_Issues.csv,Equipment Issues,5,Equipment Issues,ac37a15c-deb2-41d6-8787-ffb91e61d249,3
Mission_5,ISSUE005,Switch,User A,2025-12-08,In Progress,security response operation incident operation incident system assessment intel assessment operation operation network network assessment network threat incident security system response assessment incident network system,Equipment_Issues.csv,Equipment Issues,1,Equipment Issues,98efd04b-204c-413b-9b00-bea73c2c8d77,4
Mission_5,ISSUE005,Switch,User A,2025-12-08,In Progress,network system threat network security threat intel incident intel incident cyber operation assessment operation response operation intel assessment threat incident operation network intel intel incident,Equipment_Issues.csv,Equipment Issues,2,Equipment Issues,2fc924b1-b5b1-4ebd-913a-91cca5424723,4
Mission_5,ISSUE005,Switch,User A,2025-12-08,In Progress,intel incident intel intel threat threat security assessment assessment assessment cyber security operation response intel incident intel cyber network intel intel assessment network threat network,Equipment_Issues.csv,Equipment Issues,3,Equipment Issues,45d6e340-3de0-4edd-82d9-ff4de4c3a778,4
Mission_5,ISSUE005,Switch,User A,2025-12-08,In Progress,threat network operation threat incident threat threat incident intel response system system response operation incident network intel assessment network network network response operation network cyber,Equipment_Issues.csv,Equipment Issues,4,Equipment Issues,0f7db1de-871a-48a9-93c3-a3359401c353,4
Mission_5,ISSUE005,Switch,User A,2025-12-08,In Progress,network cyber incident system network operation operation intel,Equipment_Issues.csv,Equipment Issues,5,Equipment Issues,53f1370b-0dd1-4c76-be6e-fa8898ff7621,4
Mission_6,ISSUE006,Server,User A,2025-12-09,Closed,cyber threat network intel assessment security cyber network cyber system cyber cyber assessment network network security assessment operation security incident network security network incident operation,Equipment_Issues.csv,Equipment Issues,1,Equipment Issues,ada2e903-c0f2-46fa-a676-bdef94746899,5
Mission_6,ISSUE006,Server,User A,2025-12-09,Closed,incident operation operation incident cyber threat assessment cyber operation security threat response cyber incident assessment assessment incident operation intel incident network incident security assessment intel,Equipment_Issues.csv,Equipment Issues,2,Equipment Issues,638ea185-728d-429c-ba18-d4f52d753935,5
Mission_6,ISSUE006,Server,User A,2025-12-09,Closed,assessment intel response intel incident incident system response intel assessment assessment incident intel threat assessment incident system incident response assessment cyber security cyber assessment intel,Equipment_Issues.csv,Equipment Issues,3,Equipment Issues,2c728b82-4ec7-49da-9c92-a42110a7a90c,5
Mission_6,ISSUE006,Server,User A,2025-12-09,Closed,assessment intel network cyber response response assessment network operation threat network incident intel response cyber incident intel threat operation incident cyber system security system cyber,Equipment_Issues.csv,Equipment Issues,4,Equipment Issues,04773612-b99d-42f3-888f-480701fde17c,5
Mission_6,ISSUE006,Server,User A,2025-12-09,Closed,system cyber operation intel operation response intel incident,Equipment_Issues.csv,Equipment Issues,5,Equipment Issues,73150b5a-d245-44c9-83bf-60df3e00e428,5
Mission_7,ISSUE007,Laptop,User A,2025-12-10,Open,security response threat network assessment network security network network cyber network intel cyber response network security cyber threat incident network security response security system response,Equipment_Issues.csv,Equipment Issues,1,Equipment Issues,c55f282e-3e92-4b03-9ac1-a8994906b6ab,6
Mission_7,ISSUE007,Laptop,User A,2025-12-10,Open,system response assessment cyber security response network system network operation intel security system cyber assessment response response incident response threat assessment operation network assessment operation,Equipment_Issues.csv,Equipment Issues,2,Equipment Issues,a9f7ed28-0549-4c55-bc00-07b4894b66a5,6
Mission_7,ISSUE007,Laptop,User A,2025-12-10,Open,assessment operation intel operation incident incident incident security security threat network response operation assessment security incident security assessment network security system operation cyber incident cyber,Equipment_Issues.csv,Equipment Issues,3,Equipment Issues,32c11c08-aa4d-433a-a389-1ceb448d6480,6
Mission_7,ISSUE007,Laptop,User A,2025-12-10,Open,incident cyber operation threat response incident incident assessment response cyber security incident cyber intel incident intel cyber assessment network intel threat assessment incident cyber cyber,Equipment_Issues.csv,Equipment Issues,4,Equipment Issues,fe959488-2349-4853-902f-53c66e6750fc,6
Mission_7,ISSUE007,Laptop,User A,2025-12-10,Open,cyber cyber cyber response incident threat network incident,Equipment_Issues.csv,Equipment Issues,5,Equipment Issues,c78681b8-d9be-4595-803d-f052dc295375,6
Mission_8,ISSUE008,Laptop,User C,2025-12-11,Open,system cyber system network cyber operation system threat system intel threat operation assessment assessment operation system network response intel cyber system operation threat cyber operation,Equipment_Issues.csv,Equipment Issues,1,Equipment Issues,310bf332-dbd7-458d-b5fe-ffb6af65747e,7
Mission_8,ISSUE008,Laptop,User C,2025-12-11,Open,cyber operation security security security network incident network response threat intel intel system system operation incident cyber incident incident threat cyber network threat incident operation,Equipment_Issues.csv,Equipment Issues,2,Equipment Issues,65dc1966-ae21-471a-a130-9823b8dd90d7,7
Mission_8,ISSUE008,Laptop,User C,2025-12-11,Open,incident operation intel network cyber threat security assessment response incident system intel response system operation incident incident cyber incident intel network system security threat assessment,Equipment_Issues.csv,Equipment Issues,3,Equipment Issues,fc93eed3-6a7f-49b8-a720-be482b8024f8,7
Mission_8,ISSUE008,Laptop,User C,2025-12-11,Open,threat assessment cyber incident incident assessment assessment system threat intel operation assessment incident system response operation system operation assessment intel incident system intel threat security,Equipment_Issues.csv,Equipment Issues,4,Equipment Issues,aef1d817-c225-4543-a71a-6d707da9e8e2,7
Mission_8,ISSUE008,Laptop,User C,2025-12-11,Open,threat security security assessment response operation intel cyber,Equipment_Issues.csv,Equipment Issues,5,Equipment Issues,c71674ef-1f2b-49f4-9dce-58a96f53755b,7
Mission_9,ISSUE009,Router,User A,2025-12-12,Closed,response cyber cyber threat security operation operation assessment network network response network security incident network security network system incident response security security cyber system system,Equipment_Issues.csv,Equipment Issues,1,Equipment Issues,96385485-8567-4185-a2b5-5803443584cf,8
Mission_9,ISSUE009,Router,User A,2025-12-12,Closed,system system assessment incident cyber operation security threat security security system intel assessment network cyber response operation threat threat security operation security response operation assessment,Equipment_Issues.csv,Equipment Issues,2,Equipment Issues,085cba10-4b21-4036-aa73-d65878dd01da,8
Mission_9,ISSUE009,Router,User A,2025-12-12,Closed,operation assessment system operation system cyber cyber security intel intel response assessment security operation operation response network threat incident system incident security response threat response,Equipment_Issues.csv,Equipment Issues,3,Equipment Issues,afb0b94d-6f47-49ca-8d91-a14f0d8dbfb6,8
Mission_9,ISSUE009,Router,User A,2025-12-12,Closed,threat response assessment intel incident assessment threat response assessment assessment network threat cyber incident cyber threat security operation system intel security intel assessment operation intel,Equipment_Issues.csv,Equipment Issues,4,Equipment Issues,661faa80-ec8e-4929-ae81-4689dcaf869a,8
Mission_9,ISSUE009,Router,User A,2025-12-12,Closed,operation intel cyber system intel assessment network security,Equipment_Issues.csv,Equipment Issues,5,Equipment Issues,d2ae6930-91c6-4f78-a63f-7fa089f360fe,8
Mission_10,ISSUE010,Switch,User B,2025-12-13,Open,intel network cyber cyber incident threat security operation network incident operation cyber network assessment incident response network cyber cyber network system response operation system system,Equipment_Issues.csv,Equipment Issues,1,Equipment Issues,31e1047f-7b0d-486f-be2f-c4959af5fe8d,9
Mission_10,ISSUE010,Switch,User B,2025-12-13,Open,system system cyber network cyber operation system intel threat cyber intel assessment network system threat assessment system assessment threat incident intel intel threat incident incident,Equipment_Issues.csv,Equipment Issues,2,Equipment Issues,dab89303-3167-4b14-9e48-d19d0f0ce257,9
Mission_10,ISSUE010,Switch,User B,2025-12-13,Open,incident incident system response cyber response incident system cyber threat intel system system intel incident response cyber assessment incident assessment security system response security incident,Equipment_Issues.csv,Equipment Issues,3,Equipment Issues,67a254df-9521-4b9a-8ea3-f66730d3531a,9
Mission_10,ISSUE010,Switch,User B,2025-12-13,Open,security incident network system response security threat cyber cyber system operation response operation assessment cyber intel operation intel threat intel security security network assessment network,Equipment_Issues.csv,Equipment Issues,4,Equipment Issues,48fc9c70-776a-4d8d-abe2-c4897ecbbcb2,9
Mission_10,ISSUE010,Switch,User B,2025-12-13,Open,assessment network threat security response operation response cyber,Equipment_Issues.csv,Equipment Issues,5,Equipment Issues,a5d9281b-5884-4f47-a2e3-a20c4570af9c,9
